Observación,Sexo,Edad,Educación,Ingresos,Cuenta Nomina,Tipo de Ingreso,Tarjeta de Credito,Frecuencia de Uso,Dicsiplina Financiera,Actitud,Ahorro
689,1,52,1,18000,1,2,2,1,1,1,1
857,2,52,1,34000,2,1,1,4,1,1,1
1053,1,52,1,48000,1,2,1,6,1,1,1
528,2,52,1,60000,1,2,1,1,1,1,1
1873,1,53,1,6000,2,2,1,1,1,1,1
1219,1,53,1,14800,1,2,1,1,1,1,1
110,1,53,1,32000,1,1,1,2,1,1,1
257,2,53,1,48000,1,2,1,1,1,1,2
832,2,54,1,10400,1,2,1,4,1,1,2
570,2,54,1,13600,1,1,1,4,1,1,1
1697,1,54,1,32000,1,1,1,4,1,1,2
1310,1,55,1,8000,1,1,1,1,1,1,1
747,1,55,1,8800,1,1,2,2,1,1,1
1566,1,55,1,12000,1,2,1,1,1,1,2
993,1,55,1,20000,1,2,2,6,1,1,1
1997,2,55,1,56000,1,1,1,1,1,1,1
1685,2,56,1,6000,1,1,1,4,1,1,1
532,1,56,1,7000,1,2,1,6,1,1,1
207,1,56,1,8000,1,2,1,6,1,1,1
657,2,56,1,8000,1,1,1,4,1,1,2
1073,2,56,1,8000,2,1,1,4,1,1,2
2078,1,56,1,8000,1,2,1,8,1,1,2
1920,2,56,1,12000,1,1,1,4,1,1,2
2017,1,56,1,16000,1,2,1,4,1,1,1
2021,1,56,1,24000,1,1,1,8,1,1,1
634,2,56,1,60000,1,2,1,1,1,1,1
1101,2,57,1,5600,1,1,2,1,1,1,2
470,1,57,1,6000,1,2,1,1,1,1,2
814,2,57,1,9600,1,1,1,1,1,1,1
733,1,57,1,12000,1,2,1,3,1,1,2
1835,1,57,1,28000,1,2,1,4,1,1,1
1538,1,57,1,32000,2,1,1,1,1,1,2
659,1,58,1,6000,1,2,1,4,1,1,2
801,1,58,1,10000,2,1,2,8,1,1,1
175,1,58,1,12000,2,1,1,6,1,1,1
841,1,59,1,6000,2,1,1,4,1,1,1
1111,1,59,1,20000,2,2,2,1,1,1,1
511,1,60,1,4800,1,1,2,6,1,1,2
1237,1,60,1,7000,1,1,2,4,1,1,2
1730,1,60,1,7200,1,2,1,4,1,1,2
536,1,60,1,8000,2,2,1,4,1,1,2
1676,1,60,1,12000,1,2,1,1,1,1,2
944,1,60,1,20000,1,1,1,2,1,1,2
1659,2,61,1,9000,1,2,2,4,1,1,1
1850,1,62,1,6000,1,1,1,1,1,1,1
433,2,62,1,9600,1,1,1,4,1,1,1
951,1,62,1,12000,1,1,1,4,1,1,2
579,1,62,1,22000,1,1,1,4,1,1,2
1661,2,62,1,32000,1,2,1,1,1,1,1
2022,2,63,1,15100,1,1,1,6,1,1,1
1521,2,63,1,20000,2,1,1,8,1,1,1
1180,1,64,1,15200,1,1,2,2,1,1,1
1332,1,64,1,24000,1,2,2,4,1,1,2
1596,1,65,1,13000,1,1,1,1,1,1,1
2048,1,65,1,20000,1,1,1,6,1,1,1
307,1,66,1,9600,1,2,1,1,1,1,2
2036,1,66,1,48000,1,1,1,6,1,1,2
680,2,67,1,7000,1,2,1,7,1,1,2
714,1,67,1,8000,1,2,1,4,1,1,2
221,1,67,1,28000,2,1,2,1,1,1,1
901,1,68,1,7200,2,1,1,1,1,1,1
112,1,68,1,10800,1,2,2,1,1,1,2
1531,1,68,1,24000,1,1,1,1,1,1,2
2039,1,68,1,40000,1,2,1,4,1,1,1
1649,2,69,1,8000,2,1,1,3,1,1,2
642,1,69,1,14000,1,2,1,3,1,1,2
1723,2,69,1,30000,1,1,1,4,1,1,1
817,2,70,1,30000,1,1,2,1,1,1,2
952,2,71,1,6000,2,1,1,1,1,1,2
1629,2,71,1,60000,1,2,1,8,1,1,2
235,2,72,1,6000,2,1,2,2,1,1,2
576,1,72,1,6000,2,2,1,1,1,1,1
937,2,72,1,14000,1,2,1,4,1,1,1
115,1,72,1,16000,2,2,1,6,1,1,2
1177,1,72,1,16000,1,2,1,1,1,1,1
1000,2,72,1,18000,1,2,1,6,1,1,1
1845,2,72,1,43200,1,2,2,4,1,1,2
380,1,73,1,36000,2,2,1,6,1,1,1
977,1,75,1,12000,1,1,1,2,1,1,1
335,2,76,1,10000,1,2,1,6,1,1,2
285,2,76,1,12000,2,2,1,4,1,1,1
1003,2,77,1,20000,2,1,1,1,1,1,1
1969,2,78,1,7000,2,1,1,2,1,1,2
461,1,78,1,8000,1,2,1,8,1,1,1
1287,2,78,1,10000,1,2,1,6,1,1,2
139,1,78,1,20000,2,2,1,6,1,1,2
336,2,79,1,6000,1,2,1,3,1,1,1
1767,2,79,1,36000,1,2,2,1,1,1,1
130,2,80,1,6000,2,1,1,4,1,1,1
224,2,82,1,4600,1,1,1,1,1,1,2
1600,1,84,1,6800,1,1,1,4,1,1,2
1241,2,96,1,24400,1,2,1,4,1,1,2
1216,1,31,2,8000,1,2,1,1,1,1,2
1841,2,23,2,5000,1,1,1,8,1,1,1
574,1,23,2,8000,1,1,2,1,1,1,2
2080,1,24,2,12000,1,2,1,6,1,1,1
1991,1,24,2,12800,1,2,2,1,1,1,2
1514,1,27,2,8000,2,2,1,4,1,1,2
1166,1,29,2,24000,1,2,1,2,1,1,2
1798,1,30,2,46800,1,2,1,1,1,1,1
1401,1,31,2,5000,1,1,1,1,1,1,1
868,1,31,2,48000,1,1,1,4,1,1,2
1768,1,32,2,7000,1,2,1,1,1,1,2
1916,2,32,2,12000,2,2,1,6,1,1,2
966,1,32,2,32000,2,2,1,4,1,1,1
1687,1,32,2,32000,2,1,1,4,1,1,2
1928,2,33,2,12000,1,2,1,6,1,1,1
1587,1,34,2,12000,1,2,1,1,1,1,1
1381,1,34,2,18000,1,2,1,4,1,1,2
2034,1,34,2,24000,1,1,1,8,1,1,1
1345,2,35,2,40000,1,2,2,1,1,1,2
1973,1,36,2,7200,2,1,1,5,1,1,1
1402,2,37,2,14000,1,1,2,1,1,1,2
809,1,38,2,20000,2,1,2,4,1,1,1
920,1,38,2,38000,1,1,1,4,1,1,1
410,1,39,2,8000,1,2,2,7,1,1,2
1830,1,39,2,9000,1,1,1,4,1,1,1
451,2,39,2,24000,1,1,1,1,1,1,1
1412,2,40,2,8000,1,1,1,6,1,1,1
303,1,40,2,40000,1,1,1,6,1,1,1
587,2,40,2,40000,1,2,1,6,1,1,2
880,1,42,2,28000,1,2,1,1,1,1,1
1643,1,43,2,5000,1,1,2,1,1,1,1
2005,1,44,2,60000,1,2,1,6,1,1,1
1586,1,45,2,32000,1,1,1,8,1,1,1
232,1,47,2,6000,2,2,2,4,1,1,2
1597,2,47,2,9800,1,2,2,4,1,1,1
2029,1,47,2,15000,1,2,1,4,1,1,1
1638,1,49,2,8000,1,1,1,4,1,1,1
925,2,49,2,20000,1,2,1,1,1,1,2
397,2,50,2,12000,1,2,1,6,1,1,2
1915,2,50,2,32000,1,1,1,4,1,1,1
1393,1,51,2,7600,1,1,1,4,1,1,2
1406,1,54,2,7000,1,1,1,6,1,1,1
375,1,54,2,12000,1,2,1,1,1,1,1
1923,2,54,2,28000,1,1,2,6,1,1,1
1562,1,54,2,30000,1,1,1,2,1,1,1
1391,2,54,2,32000,2,1,1,1,1,1,2
75,2,55,2,9200,1,2,1,1,1,1,2
1343,1,55,2,9600,1,1,1,4,1,1,2
1480,1,55,2,12000,2,2,1,4,1,1,1
796,2,56,2,32000,1,2,2,4,1,1,2
731,1,57,2,68000,1,1,1,1,1,1,2
99,1,62,2,5000,2,1,2,4,1,1,1
518,2,63,2,20000,1,2,1,1,1,1,1
1864,2,63,2,28000,1,1,2,1,1,1,1
256,1,64,2,10400,1,2,1,4,1,1,1
334,1,65,2,11200,1,2,1,1,1,1,1
737,1,67,2,8000,1,1,1,4,1,1,1
389,1,73,2,4800,2,2,1,1,1,1,1
424,1,75,2,56000,1,1,1,4,1,1,1
51,2,76,2,16000,1,2,1,1,1,1,2
1194,2,77,2,7600,1,1,1,4,1,1,1
1898,1,24,3,10000,1,2,1,4,1,1,1
42,2,26,3,9600,1,2,2,4,1,1,1
467,1,26,3,32000,1,2,1,4,1,1,2
1487,1,27,3,4800,2,2,2,2,1,1,2
815,2,27,3,10000,1,1,2,6,1,1,1
572,1,28,3,38000,1,2,1,1,1,1,1
445,1,30,3,7200,2,2,1,1,1,1,2
639,2,30,3,24800,2,1,1,4,1,1,1
1853,1,31,3,12000,2,1,1,2,1,1,1
812,1,32,3,5000,2,1,1,6,1,1,1
1541,1,32,3,24000,1,1,1,6,1,1,1
535,1,33,3,16000,1,1,1,1,1,1,2
1318,1,34,3,20000,1,2,1,4,1,1,1
1504,1,35,3,14000,1,1,2,8,1,1,1
1280,1,35,3,16000,2,2,1,1,1,1,1
508,1,35,3,60000,1,2,1,4,1,1,2
1522,1,36,3,5200,1,1,1,2,1,1,2
372,2,36,3,7200,1,1,2,4,1,1,2
1385,2,36,3,12000,1,1,1,4,1,1,1
4,1,36,3,14000,1,1,2,6,1,1,2
1755,1,36,3,24000,1,1,1,1,1,1,1
1703,1,37,3,16000,1,1,1,5,1,1,2
546,1,37,3,24000,2,1,1,6,1,1,2
929,1,38,3,28000,2,1,1,4,1,1,2
1987,2,39,3,15000,1,2,2,2,1,1,1
1933,1,40,3,6000,1,1,2,4,1,1,2
1617,1,40,3,16000,1,1,1,1,1,1,1
1698,1,40,3,28000,1,2,1,2,1,1,1
525,2,40,3,40000,1,1,2,1,1,1,1
492,1,41,3,9600,1,2,1,2,1,1,1
2008,2,42,3,6750,1,1,1,1,1,1,1
723,2,42,3,8000,1,2,1,3,1,1,2
1902,1,43,3,4600,1,2,1,4,1,1,2
1136,1,43,3,60000,2,2,1,6,1,1,2
869,1,44,3,40000,2,1,1,6,1,1,1
987,1,44,3,40000,2,2,1,4,1,1,1
489,2,45,3,40000,1,2,1,4,1,1,1
1494,1,46,3,4800,2,2,2,4,1,1,2
1211,1,47,3,40000,1,1,1,4,1,1,2
1472,2,50,3,32000,1,2,1,1,1,1,2
295,1,51,3,9000,1,1,1,1,1,1,1
1275,2,51,3,56000,1,2,2,2,1,1,2
400,1,51,3,60800,1,1,1,1,1,1,2
247,1,52,3,4500,2,1,1,1,1,1,2
1675,1,52,3,48000,1,2,2,2,1,1,1
1747,1,55,3,23000,1,1,1,6,1,1,1
2006,1,57,3,10000,1,1,1,4,1,1,2
1719,1,58,3,14000,2,2,1,4,1,1,2
490,1,60,3,15000,1,1,1,1,1,1,2
681,1,63,3,6000,2,2,1,6,1,1,2
253,1,63,3,14800,1,1,1,1,1,1,2
1975,2,64,3,8000,2,2,2,1,1,1,1
219,1,64,3,40000,1,2,1,1,1,1,1
1273,1,66,3,44000,1,1,1,6,1,1,2
720,1,67,3,20800,1,2,2,4,1,1,1
1842,2,72,3,4800,1,1,1,1,1,1,1
602,1,75,3,16000,1,2,1,1,1,1,1
2041,2,38,4,6400,2,2,1,3,1,1,1
1640,1,39,4,10000,2,1,1,4,1,1,1
1431,1,42,4,10000,2,2,1,8,1,1,1
1525,2,54,4,15000,2,2,2,4,1,1,2
2020,1,54,4,48000,1,2,2,6,1,1,2
1878,1,56,4,32000,1,1,1,4,1,1,1
1702,1,57,4,12000,1,2,1,1,1,1,1
206,2,66,4,40000,1,2,1,2,1,1,2
2016,1,67,4,4800,1,2,1,1,1,1,1
1811,1,85,4,30000,1,1,1,6,1,1,1
